stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1,multicultur_per,sch_SES,sch_academic_abil
83,1003,2,1,2,2,4,3,2,2,4,5,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,4,3,4,4,3,3,3,3,3,3,3,3,5,3,4,4,3,2,2,1,2,2,3,4,2,48,1,1,0,0,0,0,0,0,0,102.6666667,1,19.64285714,,
84,1003,2,1,2,2,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,2,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,5,5,3,600,6,0,0,0,0,0,1,0,0,214.3333333,0,19.64285714,,
85,1003,2,1,2,2,5,4,4,5,4,4,4,4,4,4,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,2,3,4,4,3,380,1,1,0,0,0,0,0,0,0,217.3333333,0,19.64285714,,
86,1003,1,1,2,2,4,4,4,4,3,4,4,3,3,3,3,5,5,5,5,4,4,4,3,4,3,4,4,3,3,4,-1,2,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,3,4,3,2,350,2,0,1,0,0,0,0,0,0,198,0,19.64285714,,
87,1003,1,1,2,2,4,4,4,5,4,3,3,3,3,2,2,4,3,3,4,3,3,4,3,3,4,4,4,4,3,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,2,1000,5,0,0,0,0,1,0,0,0,187,0,19.64285714,,
88,1003,2,1,2,2,5,4,4,5,4,4,4,5,5,5,4,5,5,5,5,5,4,4,5,4,5,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,2,3,3,4,4,-1,3,4,4,4,3,2,3,3,3,3,150,1,1,0,0,0,0,0,0,0,183,0,19.64285714,,
89,1003,1,1,2,2,5,5,2,4,3,1,1,1,1,5,5,5,3,1,5,3,5,5,5,5,1,5,3,2,2,3,3,3,2,3,3,3,4,3,2,3,4,4,3,3,4,3,4,3,3,3,2,3,3,3,3,1,400,6,0,0,0,0,0,1,0,0,173,2,19.64285714,,
90,1003,1,1,2,2,5,4,5,5,4,4,3,4,4,4,4,1,3,3,1,2,3,3,3,3,2,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,3,4,4,4,3,350,1,1,0,0,0,0,0,0,0,227.3333333,0,19.64285714,,
91,1003,1,1,2,2,5,5,5,5,5,4,3,1,2,1,1,3,3,4,3,4,5,4,5,4,4,4,5,4,5,3,4,2,3,2,3,2,3,3,3,3,3,3,3,3,3,4,2,1,3,2,1,2,3,2,2,1,130,3,0,0,1,0,0,0,0,0,259.3333333,3,19.64285714,,
92,1003,1,1,2,2,5,5,4,5,5,5,4,5,5,5,5,3,5,4,4,4,5,3,3,5,5,4,5,5,5,5,5,3,3,4,4,4,4,3,3,3,3,4,4,4,4,5,5,5,4,3,4,3,4,4,4,4,400,4,0,0,0,1,0,0,0,0,157.3333333,1,19.64285714,,
93,1003,1,1,2,2,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,4,5,2,3,2,3,3,3,2,2,3,3,3,3,3,4,4,5,3,4,5,5,4,4,3,3,3,500,1,1,0,0,0,0,0,0,0,227,0,19.64285714,,
94,1003,1,1,2,2,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,1,1,2,1,1,3,4,4,5,4,5,3,1,4,3,3,2,4,5,4,2,4,4,4,3,100,2,0,1,0,0,0,0,0,0,149,0,19.64285714,,
95,1003,1,1,2,2,5,5,5,5,4,5,5,4,4,3,5,5,4,5,5,5,5,4,4,5,4,5,5,5,4,4,5,1,1,4,4,2,3,3,2,3,3,3,2,3,3,3,4,4,3,4,4,3,4,4,3,4,300,1,1,0,0,0,0,0,0,0,200.3333333,0,19.64285714,,
96,1003,1,1,2,2,5,3,4,4,3,2,2,2,2,2,2,4,3,3,4,3,3,3,3,4,3,4,5,5,5,5,5,3,3,3,4,3,4,4,4,3,3,3,3,4,3,3,4,1,3,3,2,2,3,4,3,1,350,-1,0,0,0,0,0,0,0,0,224.6666667,0,19.64285714,,
97,1003,1,1,2,2,4,4,4,4,4,4,5,4,5,5,4,5,4,4,5,4,4,4,5,4,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,-1,3,4,4,4,4,4,3,560,6,0,0,0,0,0,1,0,0,236,0,19.64285714,,
98,1003,2,1,2,2,5,5,5,5,5,5,5,2,5,3,4,5,4,5,5,5,3,3,3,4,5,5,5,5,5,4,5,2,2,5,3,4,4,3,3,4,3,3,2,3,3,4,5,2,-1,5,4,3,4,4,3,4,300,1,1,0,0,0,0,0,0,0,228.6666667,0,19.64285714,,
99,1003,1,1,2,2,3,4,4,4,4,4,4,2,4,2,3,5,5,4,4,4,4,4,3,4,4,4,4,4,5,4,4,3,3,5,4,4,4,4,4,5,3,4,4,2,4,5,5,5,5,5,2,5,4,5,3,4,450,6,0,0,0,0,0,1,0,0,158,1,19.64285714,,
100,1003,2,1,2,2,5,5,4,5,4,4,5,4,5,4,5,5,3,4,5,3,4,3,3,3,5,5,4,4,3,3,4,4,3,5,5,4,5,5,5,5,5,5,5,5,5,2,3,2,4,3,2,2,4,4,4,4,180,1,1,0,0,0,0,0,0,0,190.3333333,0,19.64285714,,
101,1003,1,1,2,2,5,4,5,5,4,5,5,5,5,5,5,4,4,4,4,3,3,3,2,2,3,4,5,5,5,5,5,2,2,3,3,2,3,4,4,4,3,3,4,3,3,3,4,4,3,4,3,4,5,4,3,1,450,1,1,0,0,0,0,0,0,0,157,0,19.64285714,,
102,1003,1,1,2,2,5,2,1,5,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,3,5,3,3,2,2,3,4,3,4,4,4,4,3,4,4,3,3,4,4,-1,-1,3,2,2,3,3,3,2,280,2,0,1,0,0,0,0,0,0,213.6666667,0,19.64285714,,
103,1003,2,1,2,2,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,2,3,4,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,2,4,4,3,3,3,4,4,2,245,6,0,0,0,0,0,1,0,0,238.3333333,0,19.64285714,,
104,1003,2,1,2,2,5,3,4,5,3,5,4,2,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,3,5,5,4,3,2,3,-1,-1,-1,3,3,4,3,3,2,3,3,3,4,3,4,4,4,5,2,4,4,2,350,3,0,0,1,0,0,0,0,0,166.6666667,1,19.64285714,,
105,1003,2,1,2,2,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,3,2,4,4,4,4,4,4,4,5,4,5,3,3,3,3,2,2,3,3,4,4,4,4,2,200,1,1,0,0,0,0,0,0,0,212.6666667,1,19.64285714,,
106,1003,2,1,2,2,4,5,4,5,4,4,4,4,4,5,5,4,4,4,5,4,3,4,4,5,4,4,4,4,4,5,4,1,1,1,1,3,1,3,3,3,3,3,2,4,3,3,3,3,3,5,4,5,3,3,2,3,450,1,1,0,0,0,0,0,0,0,211.3333333,0,19.64285714,,
107,1003,2,1,2,2,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,3,4,2,4,2,4,3,3,2,4,4,3,3,4,4,3,4,4,4,4,5,5,4,4,5,3,4,5,4,5,4,3,5,4,4,4,550,1,1,0,0,0,0,0,0,0,197.6666667,0,19.64285714,,
108,1003,2,1,2,2,4,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,5,3,5,5,5,5,5,5,4,3,4,2,3,4,4,3,4,3,4,4,3,4,4,5,5,5,5,4,4,5,4,3,4,300,3,0,0,1,0,0,0,0,0,252.3333333,0,19.64285714,,
109,1003,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,2,4,3,4,4,4,4,4,4,4,4,3,4,5,5,2,4,4,3,3,4,4,4,4,400,1,1,0,0,0,0,0,0,0,198.3333333,0,19.64285714,,
110,1003,1,NA,2,2,4,4,3,5,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,3,3,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,159,NA,19.64285714,,
111,1003,2,1,2,2,4,4,5,5,3,3,3,3,3,3,3,5,4,5,5,3,4,4,3,3,5,5,4,4,3,4,4,3,1,5,2,4,4,3,3,3,3,3,4,4,3,4,4,2,4,4,4,3,4,4,2,2,280,1,1,0,0,0,0,0,0,0,#DIV/0!,0,19.64285714,,
113,1003,2,1,2,2,4,4,4,5,5,3,2,1,3,3,4,5,5,5,5,5,5,4,5,5,5,5,4,4,3,4,4,3,3,5,4,4,4,3,3,3,3,4,4,4,3,3,3,1,4,4,4,2,3,3,3,1,510,3,0,0,1,0,0,0,0,0,#DIV/0!,1,19.64285714,,
114,1003,2,1,2,2,4,3,3,4,3,4,4,3,3,3,3,4,3,3,4,3,3,4,3,3,4,4,5,4,4,4,4,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,2,3,2,3,2,3,3,1,560,1,1,0,0,0,0,0,0,0,#DIV/0!,0,19.64285714,,
115,1003,1,1,2,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,2,4,2,2,4,3,3,4,3,3,4,3,4,4,5,5,5,4,4,2,5,4,4,2,800,6,0,0,0,0,0,1,0,0,#DIV/0!,0,19.64285714,,
116,1003,2,NA,2,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,168.6666667,NA,19.64285714,,
119,1003,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,#DIV/0!,NA,19.64285714,,
120,1004,2,1,2,2,5,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,4,4,4,4,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,360,1,1,0,0,0,0,0,0,0,218.6666667,0,5.479452055,,
121,1004,1,1,2,2,4,4,3,5,4,3,3,3,4,3,4,4,4,3,4,3,4,3,3,3,3,4,3,3,5,4,4,2,3,5,3,2,4,3,3,3,3,3,3,2,3,3,3,1,2,2,3,3,4,4,3,2,500,1,1,0,0,0,0,0,0,0,177.3333333,0,5.479452055,,
122,1004,1,1,2,2,5,5,4,5,5,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,3,4,5,5,4,4,3,3,3,2,2,3,3,3,4,4,3,4,4,2,3,4,5,4,2,620,1,1,0,0,0,0,0,0,0,198.6666667,0,5.479452055,,
123,1004,2,1,2,2,5,4,4,5,5,5,5,5,5,5,5,5,4,4,5,3,4,3,5,4,5,5,4,4,4,5,5,2,3,3,3,2,3,4,4,3,3,3,4,4,3,3,4,3,4,3,3,4,3,4,4,3,1000,6,0,0,0,0,0,1,0,0,224.6666667,0,5.479452055,,
124,1004,2,1,2,2,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,3,3,5,3,4,4,5,5,5,5,5,5,5,5,4,3,4,4,5,4,2,-1,3,4,4,200,1,1,0,0,0,0,0,0,0,202.3333333,1,5.479452055,,
125,1004,2,1,2,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,4,4,5,5,4,2,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,2,4,4,3,3,3,5,4,2,-1,3,0,0,1,0,0,0,0,0,229.3333333,0,5.479452055,,
126,1004,1,1,2,2,5,5,5,5,4,4,4,1,4,2,5,5,5,5,5,5,5,5,2,5,3,5,5,5,4,5,5,3,1,4,3,3,4,3,3,4,4,4,2,4,4,3,4,2,3,5,5,3,4,4,3,4,300,1,1,0,0,0,0,0,0,0,254.3333333,0,5.479452055,,
127,1004,1,1,2,2,4,3,3,4,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,3,2,1,4,3,4,4,4,2,4,3,4,4,3,4,2,3,1,4,4,3,2,4,3,4,2,350,2,0,1,0,0,0,0,0,0,238.3333333,1,5.479452055,,
128,1004,2,1,2,2,5,5,5,5,4,3,4,5,5,5,5,5,4,3,5,4,4,4,4,4,5,5,5,5,5,5,5,3,2,5,4,2,4,4,4,4,4,5,5,4,4,4,3,2,4,4,4,4,4,4,3,2,200,6,0,0,0,0,0,1,0,0,229.3333333,0,5.479452055,,
129,1004,2,1,2,2,5,3,5,5,4,3,2,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,3,3,5,3,3,4,4,4,3,3,3,4,4,3,3,2,2,3,3,3,3,3,5,4,3,1500,5,0,0,0,0,1,0,0,0,208.6666667,0,5.479452055,,
130,1004,2,1,2,2,4,4,4,4,4,4,3,2,4,4,4,4,5,5,5,5,4,4,2,4,3,4,5,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,5,-5,4,-1,5,5,2,400,1,1,0,0,0,0,0,0,0,221.3333333,1,5.479452055,,
131,1004,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,4,3,2,2,2,2,2,2,3,3,2,1,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,500,1,1,0,0,0,0,0,0,0,192.6666667,0,5.479452055,,
132,1004,2,1,2,2,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,4,4,5,5,5,5,5,2,2,4,2,3,4,4,4,3,3,3,4,3,3,4,4,3,4,4,4,3,4,3,3,3,350,3,0,0,1,0,0,0,0,0,250.3333333,1,5.479452055,,
133,1004,2,1,2,2,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,4,5,1,1,5,5,4,5,4,4,4,4,4,4,4,4,4,4,2,3,4,5,5,5,5,5,5,700,3,0,0,1,0,0,0,0,0,209.6666667,2,5.479452055,,
134,1004,2,1,2,2,5,5,5,5,5,5,5,5,5,3,5,4,4,4,4,4,4,4,5,4,3,5,5,5,4,5,5,4,2,4,2,4,4,3,3,4,3,4,4,4,4,2,3,1,4,2,2,2,4,4,4,2,600,-5,0,0,0,0,0,0,0,0,200,0,5.479452055,,
135,1004,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,3,3,4,3,2,3,5,5,5,5,5,3,2,4,3,4,4,3,3,4,3,4,4,4,4,4,4,2,3,4,4,3,-1,4,4,2,600,1,1,0,0,0,0,0,0,0,198.3333333,0,5.479452055,,
136,1004,1,1,2,2,5,4,4,5,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,2,3,3,3,3,3,1,3,2,500,2,0,1,0,0,0,0,0,0,168.3333333,1,5.479452055,,
137,1004,2,1,2,2,5,5,4,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,1,1,5,2,3,3,4,4,4,3,4,3,4,4,3,4,1,3,4,4,4,4,5,4,3,500,5,0,0,0,0,1,0,0,0,238,0,5.479452055,,
138,1004,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,5,5,5,5,5,2,2,4,3,3,4,4,4,4,4,4,4,4,5,3,4,4,4,4,3,4,4,4,4,4,500,6,0,0,0,0,0,1,0,0,213,0,5.479452055,,
139,1004,1,1,2,2,5,4,4,4,4,4,4,4,4,4,3,4,3,4,5,4,4,4,3,4,4,4,4,4,5,5,4,1,5,4,1,2,4,3,3,3,3,3,3,3,4,5,5,4,4,3,2,3,3,3,3,3,400,1,1,0,0,0,0,0,0,0,213.3333333,0,5.479452055,,
140,1004,2,1,2,2,5,5,5,5,4,4,4,4,4,3,4,5,5,4,5,4,4,4,3,4,3,4,5,5,5,4,5,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,2,3,4,4,4,4,4,4,2,800,6,0,0,0,0,0,1,0,0,246,0,5.479452055,,
141,1004,1,1,2,2,4,4,4,4,4,3,3,2,2,2,4,4,4,4,5,5,4,5,3,4,3,4,5,4,5,5,5,2,2,4,2,3,4,3,3,4,3,3,2,4,3,5,4,4,4,5,4,4,4,5,4,4,550,6,0,0,0,0,0,1,0,0,210.3333333,1,5.479452055,,
142,1004,2,1,2,2,4,4,4,4,4,4,4,3,3,2,3,5,5,4,4,4,4,4,3,4,5,4,3,4,2,3,4,4,4,5,4,4,4,4,4,3,3,4,4,5,4,4,4,3,3,3,4,4,4,4,4,2,500,1,1,0,0,0,0,0,0,0,228,1,5.479452055,,
143,1004,1,1,2,2,5,4,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,3,2,4,3,4,3,3,4,3,3,3,3,3,4,3,2,4,4,4,3,4,4,3,2,550,4,0,0,0,1,0,0,0,0,148.3333333,0,5.479452055,,
144,1004,1,1,2,2,4,3,3,4,4,2,4,1,1,3,2,5,2,3,4,2,2,2,3,2,3,2,3,3,3,3,3,2,2,4,2,4,4,3,2,4,3,3,3,3,3,3,3,2,3,3,4,2,3,4,3,2,130,5,0,0,0,0,1,0,0,0,156.6666667,0,5.479452055,,
145,1004,1,1,2,2,5,3,5,5,3,2,3,2,2,2,4,5,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,4,5,4,3,4,4,4,4,3,4,4,4,4,4,5,3,5,5,4,3,5,5,4,4,900,3,0,0,1,0,0,0,0,0,204.6666667,1,5.479452055,,
146,1004,2,1,2,2,5,5,5,5,5,3,3,5,5,5,2,5,5,5,5,4,4,5,5,5,5,2,4,4,5,-1,4,1,1,5,5,3,5,3,3,4,3,4,4,3,4,5,5,5,5,5,5,3,5,4,5,5,1000,3,0,0,1,0,0,0,0,0,205,0,5.479452055,,
147,1004,2,1,2,2,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,2,4,5,3,2,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,3,4,3,2,300,3,0,0,1,0,0,0,0,0,216.3333333,1,5.479452055,,
148,1004,1,1,2,2,5,5,4,5,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,3,3,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,3,5,3,3,3,3,4,4,3,3,3,225,1,1,0,0,0,0,0,0,0,222.3333333,1,5.479452055,,
149,1004,2,1,2,2,4,4,4,5,4,4,4,4,4,2,3,5,3,4,5,4,4,3,2,4,2,3,5,5,5,5,5,3,4,5,5,4,4,3,3,4,4,4,5,3,3,5,4,3,4,5,4,4,5,4,5,4,370,3,0,0,1,0,0,0,0,0,251.3333333,1,5.479452055,,
150,1004,2,1,2,2,5,5,5,5,5,5,4,3,4,3,5,5,4,5,5,4,4,4,4,5,4,3,5,5,5,5,5,3,2,1,2,1,3,4,3,3,2,3,2,4,3,4,4,2,5,5,3,3,4,5,5,1,390,5,0,0,0,0,1,0,0,0,213.6666667,2,5.479452055,,
151,1004,1,1,2,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,3,3,4,3,4,4,3,3,3,3,4,3,3,3,4,4,3,4,4,4,3,4,3,3,3,800,-5,0,0,0,0,0,0,0,0,221.3333333,1,5.479452055,,
152,1005,2,1,2,2,4,2,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,5,1,2,3,4,4,2,-1,8,0,0,0,0,0,0,0,1,192,1,19.14893617,,
153,1005,2,1,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,3,4,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,2,4,2,3,3,3,3,4,4,4,4,4,2,4,4,3,320,1,1,0,0,0,0,0,0,0,175,1,19.14893617,,
154,1005,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,3,4,3,3,3,4,4,1,5,3,3,4,4,4,4,5,600,1,1,0,0,0,0,0,0,0,199,0,19.14893617,,
155,1005,1,1,2,2,5,4,4,4,4,4,4,3,4,2,3,5,5,4,5,4,3,3,3,3,3,3,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,4,2,4,4,2,3,-5,4,4,2,370,6,0,0,0,0,0,1,0,0,195,0,19.14893617,,
156,1005,2,1,2,2,4,4,3,4,3,4,4,3,3,2,2,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,3,2,2,3,4,2,3,3,3,3,3,3,3,1,3,3,2,4,4,3,3,4,4,4,1,400,1,1,0,0,0,0,0,0,0,217,0,19.14893617,,
157,1005,1,1,2,2,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,5,4,4,3,5,5,5,4,5,5,4,5,4,3,4,3,3,4,3,3,3,3,3,4,4,3,3,3,4,4,3,2,3,3,4,3,2,210,1,1,0,0,0,0,0,0,0,199.6666667,0,19.14893617,,
158,1005,2,1,2,2,5,3,4,5,3,3,3,3,3,2,3,5,3,3,5,3,3,3,4,3,2,3,5,4,3,4,5,2,3,2,3,2,3,3,4,4,3,4,3,3,3,2,3,2,3,3,2,3,3,3,3,2,450,1,1,0,0,0,0,0,0,0,202.3333333,3,19.14893617,,
159,1005,2,1,2,2,5,4,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,3,2,4,3,3,3,3,3,3,2,4,4,4,4,3,3,2,2,3,3,3,4,4,3,3,100,1,1,0,0,0,0,0,0,0,185,0,19.14893617,,
160,1005,2,1,2,2,5,4,4,3,4,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,4,5,5,4,4,4,4,5,4,5,5,3,4,3,3,4,4,4,5,4,4,2,3,3,4,4,5,5,5,2,300,1,1,0,0,0,0,0,0,0,220.6666667,0,19.14893617,,
161,1005,1,1,2,2,1,3,2,1,3,4,4,4,4,4,4,2,2,2,2,2,4,3,2,2,2,2,4,3,3,3,3,3,3,3,4,4,4,3,4,5,3,4,4,4,5,3,4,2,3,3,4,2,5,4,4,4,420,2,0,1,0,0,0,0,0,0,193.3333333,0,19.14893617,,
162,1005,1,1,2,2,4,4,5,4,3,4,4,4,5,4,2,3,3,3,3,4,3,3,1,3,2,3,4,5,4,4,4,4,4,5,4,4,5,5,5,5,4,5,4,5,4,4,5,5,5,5,4,4,5,5,4,3,350,3,0,0,1,0,0,0,0,0,210.3333333,0,19.14893617,,
163,1005,2,1,2,2,5,5,4,5,5,3,3,4,5,5,5,5,4,3,4,3,2,2,3,3,4,3,5,3,3,5,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,2,2,2,4,3,3,2,4,3,4,2,400,1,1,0,0,0,0,0,0,0,182.6666667,0,19.14893617,,
164,1005,2,1,2,2,3,3,4,3,3,4,3,2,2,1,3,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,4,1,2,4,4,3,4,3,3,4,4,4,4,3,3,1,2,2,3,3,3,3,3,1,330,2,0,1,0,0,0,0,0,0,174.3333333,0,19.14893617,,
165,1005,2,1,2,2,5,4,3,5,4,4,4,4,4,2,3,5,5,4,5,4,4,4,4,4,3,4,5,5,5,5,4,2,1,1,2,3,4,4,3,3,3,4,4,3,4,3,3,2,4,4,4,5,3,4,4,5,600,1,1,0,0,0,0,0,0,0,250.3333333,0,19.14893617,,
166,2036,1,1,1,1,4,3,3,5,5,5,5,3,5,2,5,5,5,5,5,5,4,4,3,5,4,5,5,5,4,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,250,1,1,0,0,0,0,0,0,0,156,0,#VALUE!,,
167,1005,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,3,2,3,3,4,4,4,4,4,3,4,4,4,4,5,5,3,5,4,1,3,5,4,4,3,120,6,0,0,0,0,0,1,0,0,249.3333333,0,19.14893617,,
168,1005,1,1,2,2,4,4,4,4,5,5,5,4,5,4,5,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,2,4,3,3,4,4,4,4,2,470,4,0,0,0,1,0,0,0,0,217.3333333,0,19.14893617,,
169,1005,2,1,2,2,3,4,1,3,4,4,4,5,4,5,5,2,3,2,4,4,3,4,5,5,5,5,5,4,1,4,3,3,3,3,3,3,5,5,4,5,4,5,1,5,5,5,3,2,5,5,5,3,4,5,4,3,100,4,0,0,0,1,0,0,0,0,219.6666667,0,19.14893617,,
170,1005,2,1,2,2,5,5,3,4,3,3,4,3,4,5,5,5,4,4,5,3,3,5,3,4,5,5,5,5,5,5,4,4,4,4,3,3,4,3,3,4,3,4,3,3,4,3,4,3,4,4,4,3,-1,4,4,2,300,1,1,0,0,0,0,0,0,0,168,0,19.14893617,,
171,1005,2,1,2,2,5,4,5,5,4,4,2,-1,2,1,5,4,4,4,5,5,4,5,5,5,5,5,5,4,5,5,5,3,4,2,3,2,3,4,3,2,2,3,2,3,3,3,4,3,4,4,4,3,4,4,4,4,400,3,0,0,1,0,0,0,0,0,224.3333333,0,19.14893617,,
